Value,Rob. Std err,Rob. t-test,Rob. p-value
0.3936211681726882,0.10182481801848323,3.8656702347480567,0.000110784543282616
3.0448812936255787,0.7582710697798153,4.015557780029433,5.930536657006158e-05
-1.2228545584458028,0.6594740114972384,-1.854287715856296,0.06369800861974495
0.05523067295878935,0.020626023024301884,2.6777179921556256,0.0074125599553571675
0.2604575913909514,0.02737527103310007,9.51433836311707,0.0
0.09725653411875754,0.06352525428568014,1.530990079652166,0.1257718444537852
-0.1392500390210802,0.06860331388833062,-2.029785897044932,0.04237830711029522
-0.03997725238074157,0.061352438348684334,-0.6516000579070523,0.5146592103753349
0.2533777619797518,0.06819005909519645,3.715758064178018,0.00020259536802980094
-0.12465522199535582,0.07286234512404609,-1.710831867724458,0.08711215488547897
0.020422114845518754,0.06938114782476067,0.29434674239030867,0.7684929585008118
-0.2452099053389239,0.05576044648188957,-4.397559933788651,1.0947466025701402e-05
-0.07981708002920158,0.04807895310289004,-1.6601251665857042,0.09688927504463862
0.7937308790832265,0.19102316573407316,4.155155088300619,3.2506697363654524e-05
-0.3509555454987756,0.13482104432164696,-2.6031213989226307,0.009237923609988874
-0.03755569766019073,0.03627432704483585,-1.0353244489903581,0.30051741560023215
-0.05659332078481706,0.0390545740480913,-1.449083037370444,0.1473143944887958
-0.11215693467887554,0.09240537439510606,-1.2137490423372557,0.22484357058562976
-0.11922642151702575,0.10488018085984789,-1.1367869557390338,0.25562735767777034
-0.09833461871979221,0.06610800571085679,-1.4874842715704992,0.1368869542707336
-0.23248483729715994,0.07296573223827443,-3.1862194781786783,0.0014414520019643273
0.434960270831204,0.11245068831703205,3.8680089676723113,0.00010972763053862522
0.2014856009443001,0.10664913715893626,1.8892379845889582,0.058859947097881005
-0.9006085053263194,0.18314595320859872,-4.917436009631884,8.768510599832524e-07
-1.2905793804976955,0.16176567014895973,-7.978079522739793,1.5543122344752192e-15
3.4312691274168983,0.7144146551208594,4.8029097707079105,1.5637636341381267e-06
2.5638172754371213,0.680943378989617,3.7650961218556973,0.0001664850243365823
