mode_ind,y2017,av_car,av_par_act,av_kid_act,log_inc_k,veh_per_driver,non_work_dad,non_work_mom,age,female,has_lil_sib,has_big_sib,log_distance,log_density
1,1,1,1,1,3.7495040759303713,2,0,0,12,0,1,0,-0.021223636451626688,8.85366542803745
1,1,1,1,1,4.471638793363569,0.5,0,1,9,0,0,0,0.11243542932978817,8.85366542803745
3,1,1,1,1,2.995732273553991,0.5,0,0,13,0,1,0,-0.41400143913045073,8.85366542803745
1,1,1,1,1,4.135166556742356,1,0,0,8,0,0,0,-1.3167682984712803,8.006367567650246
2,1,1,1,1,4.923623917106626,2,0,0,8,1,1,0,-0.20825493882045903,8.85366542803745
3,1,1,1,1,5.1647859739235145,1,0,0,14,0,1,0,-1.7486999797676082,8.85366542803745
1,1,1,1,1,4.135166556742356,1,0,0,8,1,0,0,0.1881379421153945,8.85366542803745
1,1,1,1,1,4.135166556742356,1,0,1,12,0,1,0,-0.6443570163905132,5.703782474656201
1,1,1,1,1,4.135166556742356,1.5,0,0,8,0,0,0,-1.3470736479666092,8.006367567650246
2,1,1,1,1,3.7495040759303713,1,0,0,9,1,0,1,-0.3174542307854511,8.006367567650246
1,1,1,1,1,4.135166556742356,1,0,1,8,1,1,0,-0.17912666589743548,8.85366542803745
3,1,1,1,1,4.923623917106626,1,0,0,11,1,1,0,-1.5896352851379207,8.85366542803745
1,1,1,1,1,4.923623917106626,1,0,1,7,1,1,0,-0.03562717764315116,8.006367567650246
1,1,1,1,1,4.135166556742356,1,1,0,8,1,0,0,0.11689375147149943,8.006367567650246
2,1,1,1,1,4.923623917106626,0.6666666666666666,0,1,7,1,1,0,-0.3285040669720361,7.313220387090301
3,1,1,1,1,5.1647859739235145,1.5,0,0,12,0,0,0,-0.1935847490726654,8.85366542803745
1,0,1,1,1,3.2445435716167785,1,0,1,7,1,0,1,0,5.703782474656201
1,0,1,1,1,2.6567569067146595,1,0,1,7,1,1,1,0,8.85366542803745
3,0,1,1,1,4.343155860284888,1,0,0,13,1,1,0,-2.197224577436219,8.85366542803745
1,0,1,1,1,2.9932291433358724,1,0,1,11,0,0,0,0,9.740968623038354
1,0,1,1,1,2.6567569067146595,1,0,0,10,1,0,1,-0.25131442825233463,9.740968623038354
3,0,1,1,1,2.9932291433358724,0,0,0,11,1,1,0,-1.504077396876274,9.740968623038354
3,0,1,1,1,4.630837932736669,1,0,0,13,0,1,0,-1.504077396876274,7.313220387090301
1,0,1,1,1,4.414614824267033,1,0,0,11,1,1,0,0,7.313220387090301
1,0,1,1,1,4.481306198765705,1,0,0,8,0,0,0,0,8.006367567650246
3,0,1,1,1,5.072670685015709,1,0,1,10,1,1,0,-1.504077396876274,8.85366542803745
1,0,1,1,1,3.4452142670789296,1,0,0,8,0,1,1,-1.0986122887681098,6.620073206530356
1,0,1,1,1,5.072670685015709,0.5,0,0,10,1,1,0,0,8.006367567650246
3,0,1,1,1,2.1459312829486685,1.5,0,1,8,1,1,0,-1.504077396876274,9.740968623038354
1,0,1,1,1,4.343155860284888,1,0,1,14,1,1,0,0,8.006367567650246
1,0,1,1,1,2.6567569067146595,1,0,0,11,1,1,1,-0.5877866648221189,8.85366542803745
1,0,1,1,1,3.4452142670789296,1,1,1,9,1,0,0,0,8.85366542803745
1,0,1,1,1,4.182813210209709,1,0,0,12,0,1,0,0,8.006367567650246
1,0,1,1,1,3.755369195382769,1,0,0,8,0,1,0,0,5.703782474656201
3,0,1,1,1,3.2445435716167785,2,0,0,11,0,0,0,-1.504077396876274,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,1,8,1,1,0,0,7.313220387090301
1,0,1,1,1,5.072670685015709,1,0,0,13,1,1,0,-0.25131442825233463,8.85366542803745
2,0,1,1,1,5.072670685015709,2,0,1,7,0,0,0,-2.197224577436219,8.006367567650246
3,0,1,1,1,5.072670685015709,1,0,0,12,0,1,0,-0.11778303564388351,9.740968623038354
3,0,1,1,1,4.182813210209709,1,0,1,8,1,0,1,-1.504077396876274,8.85366542803745
3,0,1,1,1,4.414614824267033,1,0,0,8,1,0,1,0,6.620073206530356
3,0,1,1,1,5.072670685015709,1,0,0,10,1,0,0,-0.5877866648221189,8.85366542803745
1,0,1,1,1,3.9917579734469997,2,1,1,8,0,0,0,0,6.620073206530356
1,0,1,1,1,2.1459312829486685,1,0,1,8,0,0,1,-1.0986122887681098,8.85366542803745
3,0,1,1,1,2.9932291433358724,0.5,0,1,11,0,1,0,-1.504077396876274,9.740968623038354
1,0,1,1,1,3.2445435716167785,1,1,0,8,1,1,0,-0.5877866648221189,8.006367567650246
1,0,1,1,1,5.072670685015709,1.5,0,0,10,1,1,0,0,9.740968623038354
1,0,1,1,1,5.072670685015709,1.5,0,1,8,0,1,0,0,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,0,12,0,1,0,-1.504077396876274,8.85366542803745
1,0,1,1,1,3.880532338336775,1,0,0,13,0,1,0,-0.5877866648221189,5.703782474656201
3,0,1,1,1,3.880532338336775,1,0,1,14,1,1,0,-1.504077396876274,9.740968623038354
1,0,1,1,1,2.9932291433358724,1,0,0,10,0,0,1,-0.8109302163163287,8.006367567650246
1,0,1,1,1,2.9932291433358724,1,0,1,9,1,1,0,0,3.912023005428146
3,0,1,1,1,4.481306198765705,1,0,0,11,0,1,0,-0.25131442825233463,8.85366542803745
1,0,1,1,1,5.072670685015709,1.5,0,0,12,0,1,0,0,8.85366542803745
1,0,1,1,1,4.481306198765705,1,1,0,9,1,1,0,-0.5877866648221189,5.703782474656201
3,0,1,1,1,4.630837932736669,1,0,0,8,0,1,0,-0.5877866648221189,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,0,9,1,1,0,0,7.313220387090301
3,0,1,1,1,4.630837932736669,1.5,0,0,10,0,1,0,-0.6931471805599453,5.703782474656201
1,0,1,1,1,5.072670685015709,1.5,0,0,8,0,1,0,0,7.313220387090301
1,0,1,1,1,5.072670685015709,1.5,0,0,10,0,0,0,-0.5877866648221189,8.85366542803745
1,0,1,1,1,4.481306198765705,1,0,0,8,1,1,0,0,8.85366542803745
1,0,1,1,1,3.4452142670789296,1,1,1,8,1,1,0,0,8.006367567650246
3,0,1,1,1,2.9932291433358724,1,0,0,11,1,1,1,-0.8109302163163287,9.740968623038354
3,0,1,1,1,4.091841432003982,1,0,1,8,0,1,0,-0.6931471805599453,6.620073206530356
1,0,1,1,1,5.072670685015709,1,0,0,10,1,0,0,-0.8109302163163287,8.006367567650246
1,0,1,1,1,3.9917579734469997,1,1,0,10,0,0,1,-0.5877866648221189,8.85366542803745
1,0,1,1,1,5.072670685015709,1.5,0,1,11,1,1,0,0,8.85366542803745
1,0,1,1,1,3.755369195382769,1,1,0,10,1,1,0,0,8.85366542803745
3,0,1,1,1,4.343155860284888,1,0,0,9,1,1,0,-0.6931471805599453,8.006367567650246
3,0,1,1,1,4.481306198765705,1,0,0,11,1,1,0,-1.504077396876274,8.006367567650246
1,0,1,1,1,3.880532338336775,1,0,0,10,0,0,0,-0.11778303564388351,8.85366542803745
1,0,1,1,1,4.343155860284888,1,0,0,12,1,1,0,0,9.740968623038354
3,0,1,1,1,1.047318994280559,1,1,1,12,0,1,0,-0.6931471805599453,9.740968623038354
1,0,1,1,1,5.072670685015709,1,0,1,7,0,1,0,-0.5877866648221189,6.620073206530356
1,0,1,1,1,4.091841432003982,1,0,0,7,1,1,0,-0.25131442825233463,8.85366542803745
1,0,1,1,1,4.630837932736669,1,0,1,7,1,1,0,-0.25131442825233463,6.620073206530356
1,0,1,1,1,3.2445435716167785,1.5,0,0,13,1,1,0,-1.504077396876274,8.85366542803745
1,0,1,1,1,5.072670685015709,1.5,0,1,10,1,1,0,0,7.313220387090301
2,0,1,1,1,2.6567569067146595,0,0,0,12,0,0,1,-0.8109302163163287,8.85366542803745
3,0,1,1,1,2.9932291433358724,1,0,1,9,1,1,0,-2.197224577436219,8.85366542803745
1,0,1,1,1,4.26619481914876,1,0,0,13,1,1,0,0,8.85366542803745
1,0,1,1,1,4.630837932736669,1.5,0,0,13,1,1,0,0,5.703782474656201
1,0,1,1,1,4.630837932736669,0.5,0,1,8,0,1,0,-0.5877866648221189,7.313220387090301
3,0,1,1,1,3.2445435716167785,1,1,0,12,0,0,1,-1.504077396876274,8.006367567650246
3,0,1,1,1,2.6567569067146595,0,1,0,9,0,0,0,-0.11778303564388351,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,0,12,0,1,0,0,5.703782474656201
3,0,1,1,1,4.343155860284888,1,0,1,10,0,1,0,-1.504077396876274,8.85366542803745
3,0,1,1,1,3.880532338336775,2,0,1,9,1,1,0,-1.504077396876274,8.85366542803745
3,0,1,1,1,4.481306198765705,1.5,0,1,8,0,0,0,-2.197224577436219,8.85366542803745
1,0,1,1,1,2.6567569067146595,1,0,0,11,0,1,0,0,9.740968623038354
3,0,1,1,1,4.481306198765705,1.5,0,0,12,1,1,0,-1.0986122887681098,8.006367567650246
1,0,1,1,1,2.9932291433358724,1.5,0,0,13,0,0,0,0,3.912023005428146
3,0,1,1,1,4.343155860284888,1.5,0,0,13,0,1,0,0,8.85366542803745
1,0,1,1,1,3.755369195382769,1,0,1,8,0,1,0,-0.5877866648221189,8.006367567650246
1,0,1,1,1,4.481306198765705,2,0,1,13,1,1,0,0,5.703782474656201
1,0,1,1,1,4.343155860284888,1,0,0,7,1,1,0,-0.25131442825233463,8.85366542803745
1,0,1,1,1,4.343155860284888,0.5,0,0,9,1,1,0,-0.40546510805816444,8.006367567650246
1,0,1,1,1,3.2445435716167785,1,0,0,12,1,1,1,0,5.703782474656201
1,0,1,1,1,5.072670685015709,1,0,1,7,1,1,0,-0.5877866648221189,8.85366542803745
1,0,1,1,1,2.9932291433358724,0.5,0,0,7,1,1,0,-0.5877866648221189,9.740968623038354
1,0,1,1,1,5.072670685015709,1,0,0,11,0,1,0,-0.5877866648221189,5.703782474656201
2,0,1,1,1,4.630837932736669,1.5,0,1,7,0,1,0,-1.504077396876274,8.85366542803745
1,0,1,1,1,3.4452142670789296,1,0,1,14,1,1,0,-0.6931471805599453,8.85366542803745
1,0,1,1,1,4.182813210209709,1,0,1,10,1,0,0,0,8.006367567650246
1,0,1,1,1,5.072670685015709,1,0,0,14,0,1,0,0,7.313220387090301
1,0,1,1,1,5.072670685015709,1,0,0,8,1,0,0,0,8.85366542803745
1,0,1,1,1,4.343155860284888,1,0,0,8,0,1,0,-0.40546510805816444,8.006367567650246
3,0,1,1,1,5.072670685015709,3.5,0,0,12,1,0,0,0,8.85366542803745
1,0,1,1,1,2.1459312829486685,1,0,0,12,1,1,0,0,3.912023005428146
1,0,1,1,1,4.630837932736669,1.5,0,0,11,1,1,0,0,3.912023005428146
1,0,1,1,1,5.072670685015709,1,0,1,9,1,1,0,0,8.85366542803745
1,0,1,1,1,3.9917579734469997,1,0,0,9,0,1,0,-1.504077396876274,5.703782474656201
1,0,1,1,1,4.481306198765705,1,0,1,7,1,0,0,-0.5877866648221189,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,0,10,0,0,0,0,8.006367567650246
1,0,1,1,1,3.2445435716167785,0.5,0,1,12,1,1,0,0,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,0,10,0,1,0,0,8.006367567650246
1,0,1,1,1,5.072670685015709,1,0,0,10,1,1,0,-1.504077396876274,8.006367567650246
1,0,1,1,1,3.4452142670789296,1,0,0,10,1,1,0,0,8.85366542803745
1,0,1,1,1,4.481306198765705,1,0,0,7,0,0,0,0,7.313220387090301
1,0,1,1,1,5.072670685015709,1.5,0,0,9,1,1,0,-0.8109302163163287,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,0,11,1,1,0,-0.5877866648221189,8.006367567650246
3,0,1,1,1,5.072670685015709,1.5,0,0,11,0,1,0,-0.6931471805599453,6.620073206530356
1,0,1,1,1,5.072670685015709,1,0,0,9,0,0,1,0,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,1,13,1,0,0,0,8.006367567650246
3,0,1,1,1,4.630837932736669,1,0,0,13,0,1,0,-1.504077396876274,9.740968623038354
1,0,1,1,1,4.414614824267033,1.5,0,0,10,1,1,0,-0.11778303564388351,8.85366542803745
1,0,1,1,1,3.755369195382769,1,0,0,8,1,0,1,-1.504077396876274,7.313220387090301
1,0,1,1,1,4.481306198765705,1,0,0,7,1,1,0,0,8.006367567650246
1,0,1,1,1,4.481306198765705,1.5,0,0,9,1,0,0,0,8.85366542803745
1,0,1,1,1,5.072670685015709,0.6666666666666666,0,0,12,0,0,0,-1.504077396876274,8.006367567650246
1,0,1,1,1,3.755369195382769,1,0,1,10,1,0,0,0,8.85366542803745
1,0,1,1,1,2.6567569067146595,1,0,0,14,1,0,1,0,7.313220387090301
1,0,1,1,1,4.091841432003982,1,0,0,8,0,1,0,-1.0986122887681098,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,0,12,0,1,0,0,8.85366542803745
3,0,1,1,1,4.414614824267033,1,0,0,8,1,1,0,-2.197224577436219,9.740968623038354
1,0,1,1,1,4.630837932736669,1,0,0,8,0,1,0,-0.25131442825233463,8.85366542803745
1,0,1,1,1,4.091841432003982,1,0,0,11,0,1,0,0,8.85366542803745
1,0,1,1,1,4.630837932736669,1,0,0,9,1,1,0,0,6.620073206530356
3,0,1,1,1,4.630837932736669,1,0,1,8,1,0,1,-1.504077396876274,8.85366542803745
3,0,1,1,1,4.630837932736669,1,1,0,12,0,0,0,-1.504077396876274,8.85366542803745
3,0,1,1,1,5.072670685015709,1,0,0,8,0,1,0,-0.5877866648221189,6.620073206530356
1,0,1,1,1,4.343155860284888,1,0,1,7,1,1,0,0,8.85366542803745
3,0,1,1,1,3.4452142670789296,0.5,0,1,12,1,1,0,-1.0986122887681098,8.85366542803745
1,0,1,1,1,4.630837932736669,1,0,1,7,1,1,0,-0.25131442825233463,5.703782474656201
1,0,1,1,1,3.880532338336775,1,0,1,7,0,1,0,0,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,1,11,1,1,0,0,6.620073206530356
3,0,1,1,1,5.072670685015709,1.5,0,0,8,1,0,1,0,8.85366542803745
3,0,1,1,1,3.4452142670789296,1,0,1,8,0,0,0,-2.197224577436219,8.85366542803745
1,0,1,1,1,4.630837932736669,2.5,0,0,14,0,1,0,0,7.313220387090301
3,0,1,1,1,3.6122683517420957,0,0,0,11,0,1,0,-1.0986122887681098,8.006367567650246
1,0,1,1,1,5.072670685015709,1.5,0,1,12,1,1,0,0,8.006367567650246
1,0,1,1,1,5.072670685015709,1,0,1,7,0,1,0,-0.5877866648221189,8.85366542803745
3,0,1,1,1,4.343155860284888,1.5,0,0,10,1,1,0,-0.25131442825233463,8.85366542803745
1,0,1,1,1,3.755369195382769,2,0,0,9,0,0,0,0,8.85366542803745
1,0,1,1,1,4.343155860284888,1,0,1,9,0,1,0,0,5.703782474656201
1,0,1,1,1,3.4452142670789296,1,0,1,10,1,1,0,-0.11778303564388351,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,0,7,1,1,0,0,8.85366542803745
1,0,1,1,1,3.755369195382769,1,0,0,14,0,1,0,-0.5877866648221189,3.912023005428146
1,0,1,1,1,4.26619481914876,1,0,0,10,1,0,1,0,7.313220387090301
3,0,1,1,1,5.072670685015709,1,0,0,12,1,1,0,-0.25131442825233463,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,1,9,0,0,1,-0.25131442825233463,8.006367567650246
1,0,1,1,1,4.182813210209709,1,0,0,14,0,1,0,-0.6931471805599453,8.006367567650246
1,0,1,1,1,4.630837932736669,1,0,0,14,0,0,0,0,8.85366542803745
1,0,1,1,1,4.343155860284888,1,0,1,12,0,1,0,-0.5877866648221189,8.85366542803745
1,0,1,1,1,3.4452142670789296,1,0,1,12,1,0,0,-0.5877866648221189,8.006367567650246
3,0,1,1,1,5.072670685015709,1,0,0,14,0,1,0,0,8.85366542803745
3,0,1,1,1,5.072670685015709,1,0,0,14,0,1,0,-0.5877866648221189,8.85366542803745
1,0,1,1,1,4.630837932736669,1.5,0,0,10,1,1,0,0,5.703782474656201
1,0,1,1,1,3.755369195382769,1.5,0,1,11,1,1,0,0,8.006367567650246
1,0,1,1,1,4.343155860284888,1,0,1,14,0,0,0,-0.5877866648221189,8.85366542803745
3,0,1,1,1,3.4452142670789296,0.5,0,0,10,1,1,0,-0.6931471805599453,10.308952660644293
1,0,1,1,1,2.9932291433358724,1,0,0,10,1,1,1,-0.8109302163163287,8.85366542803745
3,0,1,1,1,3.880532338336775,1,0,0,12,1,1,0,-0.25131442825233463,8.85366542803745
3,0,1,1,1,4.630837932736669,1,0,0,11,1,1,0,-0.5877866648221189,8.006367567650246
3,0,1,1,1,4.26619481914876,2,0,1,12,1,0,0,-0.25131442825233463,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,1,7,1,0,0,-1.504077396876274,8.006367567650246
3,0,1,1,1,4.481306198765705,0.5,0,1,13,0,1,0,0,9.740968623038354
3,0,1,1,1,2.6567569067146595,0.5,0,1,10,0,0,0,-0.8109302163163287,6.620073206530356
3,0,1,1,1,5.072670685015709,1,0,0,12,1,1,0,-0.40546510805816444,8.006367567650246
1,0,1,1,1,4.343155860284888,1,0,0,8,0,1,0,0,8.006367567650246
1,0,1,1,1,4.26619481914876,1.5,0,0,7,1,1,0,-0.5877866648221189,7.313220387090301
1,0,1,1,1,4.481306198765705,1.6666666666666667,0,1,12,0,0,1,-0.5877866648221189,9.740968623038354
3,0,1,1,1,4.481306198765705,2,0,1,14,0,1,0,0,8.85366542803745
3,0,1,1,1,3.6122683517420957,0.5,0,0,12,0,1,0,-1.504077396876274,8.85366542803745
1,0,1,1,1,4.630837932736669,1,0,0,11,0,1,0,0,8.85366542803745
1,0,1,1,1,3.755369195382769,1,0,0,9,0,1,1,0,8.85366542803745
1,0,1,1,1,4.182813210209709,1,0,0,13,1,1,0,0,5.703782474656201
1,0,1,1,1,5.072670685015709,1,0,0,8,0,1,0,-0.5877866648221189,8.85366542803745
1,0,1,1,1,3.4452142670789296,0.5,0,1,8,0,0,0,-0.5877866648221189,10.308952660644293
3,0,1,1,1,5.072670685015709,0.5,1,0,9,1,1,0,-1.504077396876274,10.308952660644293
1,0,1,1,1,4.343155860284888,1,0,1,8,0,1,0,0,7.313220387090301
3,0,1,1,1,3.755369195382769,1,0,0,9,0,1,0,-0.8109302163163287,8.006367567650246
1,0,1,1,1,5.072670685015709,1,0,0,10,1,1,0,-0.5877866648221189,9.740968623038354
1,0,1,1,1,5.072670685015709,1.5,0,0,10,0,1,0,0,5.703782474656201
3,0,1,1,1,4.481306198765705,0.5,0,0,11,0,1,0,-0.6931471805599453,6.620073206530356
1,0,1,1,1,4.481306198765705,2.5,0,1,8,0,1,0,0,5.703782474656201
3,0,1,1,1,5.072670685015709,1,0,0,9,1,0,1,-0.5877866648221189,9.740968623038354
3,0,1,1,1,4.630837932736669,1,0,1,12,1,1,0,-0.40546510805816444,8.85366542803745
1,0,1,1,1,3.6122683517420957,1,0,1,13,1,1,0,-0.5877866648221189,3.912023005428146
1,0,1,1,1,3.755369195382769,1.5,0,0,7,0,1,0,0,6.620073206530356
1,0,1,1,1,4.414614824267033,1,0,0,14,1,0,0,0,8.85366542803745
1,0,1,1,1,4.630837932736669,1,0,0,12,0,1,0,0,8.006367567650246
3,0,1,1,1,2.1459312829486685,1,0,0,10,0,1,0,-0.40546510805816444,8.85366542803745
1,0,1,1,1,4.343155860284888,1,0,1,11,0,1,1,-1.0986122887681098,8.85366542803745
1,0,1,1,1,4.481306198765705,1,0,1,9,0,1,0,0,8.006367567650246
3,0,1,1,1,3.9917579734469997,1,0,1,11,1,1,0,0,9.740968623038354
1,0,1,1,1,4.182813210209709,1,0,1,11,0,1,0,-0.5877866648221189,8.85366542803745
3,0,1,1,1,5.072670685015709,1,0,1,9,1,1,0,-1.504077396876274,7.313220387090301
3,0,1,1,1,4.630837932736669,1,0,0,8,0,1,0,-2.197224577436219,8.006367567650246
3,0,1,1,1,3.755369195382769,3,0,1,11,1,1,0,-1.0986122887681098,8.85366542803745
3,0,1,1,1,3.755369195382769,1,0,0,9,0,0,0,0,8.006367567650246
1,0,1,1,1,4.343155860284888,1.5,0,1,13,0,0,0,-1.504077396876274,3.912023005428146
1,0,1,1,1,5.072670685015709,1,0,0,7,1,0,0,-0.5877866648221189,8.006367567650246
3,0,1,1,1,4.414614824267033,1,1,0,14,1,0,1,-1.504077396876274,8.85366542803745
3,0,1,1,1,5.072670685015709,1,0,1,7,1,1,0,-0.8109302163163287,8.006367567650246
3,0,1,1,1,4.343155860284888,1,0,1,11,1,0,0,-1.504077396876274,8.85366542803745
1,0,1,1,1,3.880532338336775,1,0,1,7,1,1,0,0,8.85366542803745
1,0,1,1,1,2.9932291433358724,0.5,0,0,12,1,1,1,0,9.740968623038354
1,0,1,1,1,4.414614824267033,1,0,0,13,1,1,0,0,6.620073206530356
3,0,1,1,1,2.6567569067146595,1,0,1,9,0,1,0,-2.197224577436219,9.740968623038354
3,0,1,1,1,3.9917579734469997,1,0,1,14,0,1,0,-0.5877866648221189,9.740968623038354
3,0,1,1,1,4.091841432003982,1,0,0,14,1,1,1,0,8.85366542803745
3,0,1,1,1,5.072670685015709,1,0,0,14,0,0,1,-0.25131442825233463,8.85366542803745
1,0,1,1,1,3.880532338336775,1,0,1,7,0,1,0,-0.5877866648221189,8.85366542803745
3,0,1,1,1,5.072670685015709,1,0,0,11,1,1,0,-0.5877866648221189,8.85366542803745
1,0,1,1,1,3.755369195382769,2,0,0,14,0,0,1,0,8.006367567650246
1,0,1,1,1,4.182813210209709,2,0,0,13,0,1,0,0,7.313220387090301
1,0,1,1,1,4.26619481914876,0.5,1,0,7,0,1,0,0,5.703782474656201
1,0,1,1,1,2.6567569067146595,1,0,0,7,0,0,0,0,8.006367567650246
1,0,1,1,1,4.481306198765705,1,0,0,10,1,0,0,0,8.006367567650246
3,0,1,1,1,1.047318994280559,0.5,0,0,14,1,1,1,-1.0986122887681098,9.740968623038354
3,0,1,1,1,3.880532338336775,1,0,0,12,0,0,0,-1.504077396876274,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,0,9,1,1,0,0,8.006367567650246
1,0,1,1,1,5.072670685015709,1,0,0,14,0,1,0,0,7.313220387090301
1,0,1,1,1,4.481306198765705,1,0,1,11,1,1,1,-1.0986122887681098,5.703782474656201
1,0,1,1,1,3.4452142670789296,1,0,0,8,1,1,0,0,8.85366542803745
1,0,1,1,1,5.072670685015709,1,0,0,11,1,1,0,-0.5877866648221189,8.85366542803745
1,0,1,1,1,3.4452142670789296,0.5,0,1,8,1,1,0,-2.197224577436219,8.85366542803745
3,0,1,1,1,3.755369195382769,1,0,0,14,0,1,0,-0.5877866648221189,8.006367567650246
3,0,1,1,1,2.9932291433358724,1,0,1,10,0,0,0,-1.0986122887681098,10.308952660644293
1,0,1,1,1,3.4452142670789296,1,0,0,7,1,0,0,-0.5877866648221189,5.703782474656201
3,0,1,1,1,4.26619481914876,1,0,0,13,0,1,0,-0.40546510805816444,7.313220387090301
3,0,1,1,1,5.072670685015709,1,0,1,7,0,1,1,0,3.912023005428146
1,0,1,1,1,5.072670685015709,1.5,1,0,9,1,1,0,0,8.85366542803745
1,0,1,1,1,4.481306198765705,1,0,0,10,1,1,0,-0.5877866648221189,8.85366542803745
1,1,1,1,1,4.722953221644475,1.6666666666666667,0,0,14,0,0,1,-0.8651224452997557,7.313220387090301
2,1,1,1,1,4.722953221644475,1,0,0,10,1,1,0,-0.6088060321261943,8.85366542803745
2,1,1,1,1,2.995732273553991,1,0,1,8,0,1,0,-1.5278579254416775,9.740968623038354
3,1,1,1,1,4.135166556742356,1,0,0,10,1,1,0,-1.1363141558521213,8.006367567650246
2,1,1,1,1,4.135166556742356,0.5,1,1,9,0,1,0,-0.9571127263944101,9.740968623038354
3,1,1,1,1,3.7495040759303713,1,0,0,11,1,0,1,-0.34672461308556435,8.85366542803745
1,1,1,1,1,2.995732273553991,1,0,0,7,1,0,0,0.1501426584297194,8.85366542803745
3,1,1,1,1,5.1647859739235145,4,0,0,10,0,1,0,-0.45728485683796083,5.703782474656201
1,1,1,1,1,5.639634988165727,1,0,0,11,1,0,0,-0.37251400796847856,8.006367567650246
3,1,1,1,1,5.639634988165727,0.5,0,0,13,1,1,0,0.14928170271575447,9.740968623038354
1,1,1,1,1,2.995732273553991,1,0,1,12,0,1,0,0.16381808522939492,8.006367567650246
1,1,1,1,1,4.722953221644475,1,0,1,8,1,1,0,-0.01308523954865548,7.313220387090301
1,1,1,1,1,5.639634988165727,1,0,0,10,1,1,0,-0.43232256227804705,8.006367567650246
1,1,1,1,1,5.1647859739235145,1,0,1,8,0,1,0,-0.23193205734728903,8.85366542803745
1,1,1,1,1,5.639634988165727,2,0,1,9,1,1,0,0.12044615307586706,8.85366542803745
1,1,1,1,1,4.923623917106626,1,0,0,8,1,0,0,-1.2447947988461912,5.703782474656201
3,1,1,1,1,4.722953221644475,2,0,0,8,0,1,1,-0.6143360001356555,8.85366542803745
3,1,1,1,1,4.722953221644475,1,0,0,14,0,1,0,0.0962188577405429,7.313220387090301
1,1,1,1,1,3.4011973816621555,1,1,1,12,0,0,0,0.04974209189481401,8.85366542803745
2,1,1,1,1,4.135166556742356,1,0,1,7,1,1,0,-0.7550225842780328,8.85366542803745
1,1,1,1,1,5.1647859739235145,1,0,0,7,0,1,0,-0.16841865162496325,7.313220387090301
3,1,1,1,1,4.135166556742356,1,0,1,9,0,1,0,-2.1541650878757723,7.313220387090301
1,1,1,1,1,4.923623917106626,0.5,0,1,10,1,1,0,0.1336563848126736,8.006367567650246
1,1,1,1,1,5.639634988165727,1,0,0,7,1,1,0,-0.7528971849657193,5.703782474656201
1,1,1,1,1,5.639634988165727,1,0,0,10,1,0,0,-0.5327304591540407,8.006367567650246
1,1,1,1,1,4.471638793363569,1.3333333333333333,0,1,14,1,0,0,-0.08338160893905101,8.006367567650246
1,1,1,1,1,5.639634988165727,1,0,0,9,1,0,0,-0.13581972314253485,8.85366542803745
3,1,1,1,1,4.471638793363569,1,0,0,13,1,0,1,-0.6931471805599453,8.85366542803745
3,1,1,1,1,3.7495040759303713,1,0,0,9,0,0,0,-1.742969305058623,3.912023005428146
1,1,1,1,1,4.471638793363569,1,0,0,10,1,1,1,-0.0030045090202987243,8.85366542803745
3,1,1,1,1,4.923623917106626,1,0,0,14,0,0,0,0.04879016416943205,7.313220387090301
1,1,1,1,1,4.471638793363569,1,0,1,8,1,0,1,0.042101176018635326,8.85366542803745
3,1,1,1,1,4.135166556742356,1,0,1,8,0,1,0,-1.4567168254164364,7.313220387090301
1,1,1,1,1,4.722953221644475,1,0,0,10,0,0,0,-0.6851790109107684,8.85366542803745
1,1,1,1,1,5.1647859739235145,0,0,0,9,1,1,0,0.016857117066422806,6.620073206530356
1,1,1,1,1,3.4011973816621555,1,0,1,10,1,0,0,0.045928931888399735,6.620073206530356
2,1,1,1,1,4.135166556742356,1,0,1,7,1,1,0,-1.2729656758128873,7.313220387090301
1,1,1,1,1,4.471638793363569,0.5,0,0,9,1,1,0,-0.19237189264745613,8.85366542803745
2,1,1,1,1,5.1647859739235145,1.5,0,0,9,1,0,1,0.15614868248993138,7.313220387090301
3,1,1,1,1,3.7495040759303713,1,1,1,14,0,1,0,0.21268909341035092,8.006367567650246
3,1,1,1,1,4.722953221644475,1,0,0,10,0,0,0,-1.5606477482646683,5.703782474656201
1,1,1,1,1,3.4011973816621555,1,0,1,10,0,0,0,-0.025317807984289897,6.620073206530356
1,1,1,1,1,4.722953221644475,1,0,1,10,1,1,0,-0.6931471805599453,8.85366542803745
2,1,1,1,1,4.471638793363569,1,0,1,7,0,1,0,-0.916290731874155,8.85366542803745
